ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
119777,Female,42,Returning,Business,Business,2666,2,54.0,1,1,2,4,1,2,4,3,1,4,2,2,2,2,Neutral or Dissatisfied
44623,Male,23,First-time,Business,Economy,67,70,72.0,0,0,3,0,2,3,2,2,2,2,4,0,2,5,Satisfied
20432,Male,33,Returning,Business,Economy Plus,196,0,0.0,0,0,5,0,4,2,1,5,1,1,4,0,1,2,Satisfied
121892,Female,19,Returning,Personal,Economy,366,0,0.0,3,1,1,1,3,1,1,5,1,1,2,1,1,2,Neutral or Dissatisfied
124007,Female,30,Returning,Business,Economy,184,4,23.0,1,4,1,2,1,2,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
24757,Male,45,Returning,Business,Business,432,3,0.0,3,3,3,2,3,5,1,5,4,1,5,3,5,5,Satisfied
95599,Male,47,Returning,Business,Business,822,14,0.0,3,5,5,5,3,2,5,2,3,5,2,3,2,2,Satisfied
45251,Female,15,Returning,Personal,Economy Plus,1013,0,0.0,2,4,4,4,3,3,4,1,4,4,3,4,4,3,Neutral or Dissatisfied
76851,Male,30,Returning,Business,Economy,1195,19,21.0,3,3,2,4,3,4,4,1,4,4,4,4,4,3,Neutral or Dissatisfied
103550,Female,69,Returning,Personal,Economy,738,4,0.0,5,2,4,4,4,3,5,2,3,4,3,2,3,5,Neutral or Dissatisfied
22224,Male,52,Returning,Business,Economy Plus,565,10,0.0,3,3,5,5,3,1,5,1,5,5,4,5,5,1,Satisfied
128022,Female,44,Returning,Business,Business,1440,0,30.0,1,1,4,5,1,4,5,4,5,3,4,1,4,4,Satisfied
42844,Female,46,Returning,Business,Economy,328,0,0.0,1,5,3,4,5,4,3,4,2,3,4,4,4,4,Satisfied
103455,Female,69,Returning,Business,Economy,448,10,0.0,3,3,2,3,3,4,4,4,2,2,4,4,4,4,Neutral or Dissatisfied
54948,Female,9,Returning,Personal,Business,1379,23,17.0,4,1,2,1,3,5,2,1,2,2,1,2,2,1,Neutral or Dissatisfied
40544,Female,33,Returning,Business,Business,391,0,0.0,4,4,2,2,4,5,4,5,1,4,5,4,5,5,Satisfied
18994,Male,28,Returning,Personal,Economy,388,67,56.0,5,3,5,3,2,4,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
17830,Female,24,Returning,Business,Economy Plus,931,4,0.0,1,1,1,5,1,1,4,4,5,5,4,5,5,2,Satisfied
108941,Female,48,Returning,Personal,Economy,1066,13,4.0,4,3,2,4,3,2,4,3,2,5,2,3,2,4,Neutral or Dissatisfied
18551,Female,19,Returning,Business,Business,3842,0,0.0,5,5,1,5,5,1,5,5,5,5,4,5,5,5,Satisfied
76894,Female,58,Returning,Business,Business,3158,0,0.0,3,3,3,4,3,3,4,4,5,5,3,3,3,3,Satisfied
89318,Male,35,First-time,Business,Business,1587,0,0.0,3,3,3,3,4,5,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
38752,Female,65,Returning,Business,Business,3429,187,224.0,1,1,3,3,1,5,3,3,3,3,4,1,1,1,Satisfied
52764,Female,39,Returning,Business,Business,1874,41,26.0,1,1,4,5,1,5,2,5,3,4,5,1,5,5,Satisfied
98162,Female,23,Returning,Personal,Economy,562,2,,4,3,3,3,2,3,1,4,2,2,5,2,2,4,Neutral or Dissatisfied
85492,Female,53,Returning,Personal,Economy,106,3,2.0,5,3,3,2,2,1,5,3,1,2,1,3,1,1,Neutral or Dissatisfied
51020,Female,14,Returning,Personal,Economy,421,49,50.0,4,1,3,1,1,1,1,4,1,1,1,1,1,3,Neutral or Dissatisfied
44112,Female,33,Returning,Business,Economy Plus,257,0,0.0,3,3,2,1,3,4,1,4,1,1,4,1,1,3,Neutral or Dissatisfied
20669,Female,13,First-time,Business,Economy,552,0,0.0,0,0,1,0,2,1,5,4,5,5,5,1,5,2,Neutral or Dissatisfied
65827,Female,60,Returning,Business,Economy,1389,18,11.0,4,3,1,4,4,2,4,2,3,3,2,2,2,2,Neutral or Dissatisfied
122017,Female,21,First-time,Business,Business,185,0,0.0,5,0,4,0,5,5,3,4,3,3,5,0,3,4,Satisfied
100792,Male,15,First-time,Business,Economy,748,0,0.0,3,3,4,3,4,4,3,1,3,3,3,3,3,4,Neutral or Dissatisfied
33115,Female,43,Returning,Personal,Economy,163,35,34.0,5,3,1,5,5,1,3,3,4,4,1,3,1,1,Neutral or Dissatisfied
25762,Female,65,Returning,Personal,Economy,356,0,0.0,5,1,4,5,2,1,5,1,4,3,1,1,1,1,Neutral or Dissatisfied
13093,Male,53,Returning,Business,Business,595,18,13.0,5,4,4,3,5,5,4,4,4,5,5,5,5,5,Satisfied
92190,Female,40,Returning,Business,Business,1979,0,5.0,5,5,4,3,5,5,5,5,4,4,5,5,5,5,Satisfied
100454,Female,51,Returning,Business,Business,2865,12,0.0,3,3,3,5,3,4,4,4,5,5,4,3,4,4,Satisfied
88541,Female,46,Returning,Personal,Economy,515,14,20.0,5,3,5,5,5,2,4,3,3,5,2,3,2,2,Neutral or Dissatisfied
10233,Male,55,Returning,Business,Business,2252,0,0.0,5,5,1,4,5,4,3,4,1,2,4,4,4,4,Neutral or Dissatisfied
18479,Female,42,Returning,Business,Economy,285,0,0.0,4,4,5,1,4,4,5,4,3,5,4,4,4,4,Satisfied
64555,Male,53,Returning,Business,Business,247,0,2.0,5,5,4,5,5,5,5,5,5,3,5,5,5,5,Satisfied
63841,Male,14,First-time,Business,Business,1172,0,0.0,0,5,3,5,2,3,3,3,3,3,4,5,3,4,Satisfied
33814,Female,47,Returning,Business,Economy,1521,0,25.0,1,1,2,3,1,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied
37126,Male,25,First-time,Business,Economy,1237,183,196.0,1,1,2,2,3,3,2,1,2,1,5,1,3,2,Neutral or Dissatisfied
84422,Female,35,Returning,Personal,Economy,606,25,25.0,5,2,5,2,3,3,2,5,2,2,5,2,2,4,Neutral or Dissatisfied
46982,Female,38,Returning,Personal,Economy,853,11,22.0,4,3,5,3,4,4,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
12502,Female,14,Returning,Personal,Economy Plus,192,10,8.0,5,0,5,0,4,5,4,4,4,4,5,2,4,5,Neutral or Dissatisfied
58638,Female,47,Returning,Business,Business,867,1,0.0,2,2,4,4,2,5,4,5,5,2,5,2,5,5,Satisfied
80457,Female,36,Returning,Business,Business,1299,0,4.0,4,4,3,5,4,5,5,5,3,4,5,4,5,5,Satisfied
23924,Male,57,Returning,Personal,Economy,579,0,0.0,5,0,5,0,3,2,1,3,1,1,2,1,1,5,Neutral or Dissatisfied
57297,Male,59,Returning,Business,Business,414,19,13.0,5,4,4,5,5,4,4,4,5,5,4,5,4,4,Satisfied
105633,Male,43,Returning,Business,Business,925,1,0.0,5,5,4,4,5,5,5,5,5,5,5,5,5,5,Satisfied
1840,Male,58,Returning,Personal,Economy,500,0,0.0,4,5,5,5,3,4,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
119848,Male,45,Returning,Business,Business,512,0,0.0,2,4,3,4,2,4,1,4,5,3,4,2,4,4,Satisfied
31460,Male,32,Returning,Business,Economy,846,0,0.0,0,0,3,0,5,5,4,3,4,4,1,0,4,1,Satisfied
95352,Female,49,Returning,Personal,Economy,277,0,0.0,4,3,2,4,3,2,3,3,4,1,2,3,2,2,Neutral or Dissatisfied
94767,Female,39,Returning,Business,Business,323,0,0.0,4,4,5,4,4,5,4,5,5,3,5,4,5,5,Satisfied
50180,Female,22,First-time,Business,Economy,109,235,235.0,1,3,1,1,2,1,1,3,1,3,4,3,3,3,Neutral or Dissatisfied
22927,Female,37,Returning,Personal,Business,528,1,6.0,2,3,1,3,4,1,4,3,2,3,1,1,1,1,Neutral or Dissatisfied
126455,Male,50,Returning,Business,Business,1849,0,0.0,4,4,4,5,4,4,5,4,4,5,4,4,4,4,Satisfied
113790,Female,17,First-time,Business,Economy Plus,258,0,0.0,0,1,4,1,4,2,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
99581,Male,32,Returning,Business,Economy,930,54,70.0,5,3,1,2,5,3,2,1,2,2,4,2,2,3,Neutral or Dissatisfied
45349,Female,55,Returning,Personal,Economy,188,0,0.0,5,3,3,5,2,5,5,3,4,3,5,3,5,5,Neutral or Dissatisfied
35526,Male,42,Returning,Personal,Economy,1056,16,27.0,5,4,4,4,3,4,4,1,4,4,1,4,4,3,Neutral or Dissatisfied
20825,Male,39,Returning,Business,Economy,515,6,0.0,4,4,2,2,4,2,2,4,2,2,1,2,2,4,Satisfied
10703,Female,54,Returning,Business,Business,2118,29,30.0,3,2,5,5,3,4,5,4,4,2,4,3,4,4,Satisfied
36277,Male,45,Returning,Personal,Economy,612,0,0.0,5,3,2,3,5,2,1,1,2,2,1,3,2,3,Neutral or Dissatisfied
17010,Female,9,Returning,Personal,Business,781,78,82.0,5,1,4,1,3,3,3,3,3,3,5,1,3,4,Neutral or Dissatisfied
117958,Male,46,Returning,Business,Business,365,40,31.0,3,3,4,3,3,2,4,2,2,5,2,2,2,2,Neutral or Dissatisfied
80408,Male,63,Returning,Personal,Economy,1416,0,0.0,3,2,4,2,3,2,2,2,2,2,4,3,2,5,Neutral or Dissatisfied
49294,Male,55,First-time,Business,Economy,193,27,24.0,4,3,4,3,1,1,1,2,4,4,2,3,4,5,Neutral or Dissatisfied
30392,Male,65,Returning,Personal,Economy,775,0,0.0,4,3,4,3,1,3,3,2,3,3,4,3,3,5,Neutral or Dissatisfied
78302,Female,70,Returning,Personal,Economy,1598,0,0.0,4,2,3,5,1,3,5,2,3,3,3,2,3,5,Neutral or Dissatisfied
32693,Male,37,First-time,Business,Business,216,1,0.0,2,2,3,2,3,1,1,2,1,1,3,2,1,1,Neutral or Dissatisfied
126758,Male,60,Returning,Personal,Economy,2402,14,11.0,0,1,3,1,1,3,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
67150,Male,46,Returning,Business,Economy,529,53,52.0,3,3,4,5,3,3,5,4,5,5,5,5,5,2,Satisfied
118062,Male,51,Returning,Personal,Economy,1044,0,0.0,4,3,2,3,3,5,2,3,2,2,4,4,2,2,Neutral or Dissatisfied
22225,Female,29,Returning,Business,Economy Plus,773,0,12.0,5,5,2,4,5,4,4,2,4,4,2,4,4,2,Neutral or Dissatisfied
39088,Female,25,Returning,Business,Business,2297,0,0.0,4,4,3,2,4,2,2,1,2,2,4,2,2,3,Neutral or Dissatisfied
30495,Male,18,Returning,Personal,Economy,516,0,6.0,1,2,2,2,3,4,1,2,1,1,3,2,1,3,Neutral or Dissatisfied
114889,Male,41,Returning,Business,Business,1723,0,0.0,5,5,5,5,5,2,5,2,5,3,2,5,2,2,Satisfied
73816,Female,58,Returning,Business,Business,1725,0,0.0,2,2,5,4,2,5,4,5,5,3,5,2,5,4,Satisfied
84474,Male,54,Returning,Personal,Economy,1142,0,0.0,5,2,3,2,2,1,2,3,2,2,2,2,2,5,Neutral or Dissatisfied
122662,Female,48,Returning,Business,Business,2664,0,0.0,1,1,3,5,1,2,4,2,4,3,2,1,2,2,Satisfied
79140,Female,23,Returning,Business,Economy Plus,356,0,9.0,2,3,3,1,3,4,4,5,1,1,3,1,1,4,Neutral or Dissatisfied
102773,Male,28,Returning,Business,Business,3675,0,0.0,4,4,4,5,4,4,5,4,5,5,4,4,5,4,Satisfied
84577,Male,38,First-time,Business,Economy,1257,1,5.0,4,4,4,4,3,1,2,5,1,1,4,4,1,3,Neutral or Dissatisfied
24013,Male,39,First-time,Business,Economy,427,0,0.0,0,2,1,2,3,3,3,3,4,4,4,2,4,1,Neutral or Dissatisfied
10893,Male,39,Returning,Business,Business,224,3,3.0,1,1,3,5,1,5,4,5,5,4,5,1,5,5,Satisfied
120134,Female,29,Returning,Business,Business,1475,0,0.0,5,5,3,1,5,1,1,3,1,1,3,1,1,3,Neutral or Dissatisfied
91552,Female,31,Returning,Personal,Economy,680,0,0.0,3,2,3,2,4,3,5,3,5,5,4,2,5,3,Neutral or Dissatisfied
17905,Female,24,First-time,Business,Economy,900,0,0.0,2,2,1,2,2,1,3,3,3,3,2,2,3,5,Neutral or Dissatisfied
43004,Male,21,First-time,Business,Economy,391,4,2.0,1,2,2,2,2,4,5,5,5,5,2,2,5,2,Neutral or Dissatisfied
38987,Male,57,Returning,Business,Business,3887,0,0.0,4,4,3,4,4,5,4,4,4,2,5,4,5,5,Satisfied
65528,Male,17,Returning,Personal,Economy,1616,0,0.0,4,2,4,2,5,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied
50795,Female,47,Returning,Personal,Economy,110,0,0.0,2,3,4,4,4,5,3,3,1,5,5,3,5,5,Neutral or Dissatisfied
9837,Female,55,Returning,Business,Business,531,4,0.0,1,1,3,5,1,4,5,4,5,4,4,1,4,4,Satisfied
95222,Male,32,Returning,Personal,Economy,192,0,0.0,5,0,3,0,3,4,5,2,2,2,4,0,2,5,Satisfied
22363,Male,35,Returning,Business,Business,83,1,0.0,1,5,5,5,1,5,2,4,2,1,5,1,5,5,Satisfied
97722,Female,25,Returning,Personal,Business,587,46,35.0,5,3,3,3,1,4,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
119549,Male,70,Returning,Personal,Economy,759,0,0.0,4,4,5,4,2,4,5,2,2,2,4,4,2,5,Neutral or Dissatisfied
82836,Male,14,Returning,Business,Business,2366,0,21.0,5,2,5,4,5,4,4,2,4,4,4,5,4,5,Satisfied
77610,Male,42,First-time,Business,Business,731,0,5.0,3,3,5,4,2,5,2,4,2,2,4,4,2,5,Satisfied
90568,Female,40,Returning,Business,Business,594,0,0.0,2,1,3,4,2,4,5,4,3,3,4,2,4,4,Satisfied
111850,Male,52,Returning,Business,Business,3947,0,0.0,3,3,3,4,3,2,5,2,3,5,2,3,2,2,Satisfied
33556,Male,33,First-time,Business,Economy,399,0,0.0,0,3,5,3,4,5,3,2,3,3,2,3,3,4,Neutral or Dissatisfied
55630,Female,26,Returning,Personal,Economy,1824,0,0.0,4,2,3,2,3,4,5,3,2,2,5,3,2,5,Neutral or Dissatisfied
85487,Female,39,Returning,Personal,Economy,332,0,0.0,3,3,1,3,4,2,3,4,3,3,3,3,3,3,Neutral or Dissatisfied
109395,Male,19,Returning,Personal,Economy,1046,31,24.0,2,5,1,5,4,3,5,5,5,5,4,4,5,3,Neutral or Dissatisfied
53184,Male,24,Returning,Business,Business,1532,2,3.0,3,3,1,4,3,4,4,5,4,4,3,4,4,4,Neutral or Dissatisfied
4465,Male,57,Returning,Business,Economy,605,21,18.0,3,3,3,1,3,4,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
72424,Male,43,Returning,Business,Economy,929,0,0.0,2,5,1,4,5,4,3,2,3,3,4,4,3,4,Neutral or Dissatisfied
40868,Female,36,Returning,Personal,Economy,590,2,0.0,4,3,1,3,3,4,4,4,4,4,4,2,4,4,Neutral or Dissatisfied
18718,Male,53,Returning,Personal,Economy Plus,127,0,0.0,4,2,4,2,4,2,3,4,3,3,4,2,3,4,Neutral or Dissatisfied
37860,Female,43,Returning,Business,Business,3656,1,0.0,5,5,2,2,5,2,4,2,3,4,2,5,2,2,Satisfied
33937,Female,43,Returning,Business,Economy,1072,0,3.0,2,2,3,3,2,2,4,2,1,5,2,2,2,2,Neutral or Dissatisfied
124518,Male,40,Returning,Business,Business,1276,0,0.0,1,5,4,5,1,5,5,5,3,4,5,1,5,5,Satisfied
45598,Male,58,Returning,Business,Business,1521,0,16.0,1,1,4,3,1,1,3,1,1,5,1,1,1,1,Neutral or Dissatisfied
76171,Male,58,Returning,Personal,Economy,546,0,0.0,2,4,4,4,3,3,1,3,1,1,3,4,1,2,Neutral or Dissatisfied
121648,Female,56,Returning,Business,Business,2009,0,0.0,3,3,3,5,3,4,5,4,5,3,4,3,4,4,Satisfied
39500,Female,23,First-time,Business,Economy,1068,0,0.0,1,1,3,1,3,2,5,3,5,5,2,1,5,4,Neutral or Dissatisfied
64083,Female,65,Returning,Personal,Economy,919,0,0.0,1,1,3,3,3,3,3,1,1,3,3,1,3,1,Neutral or Dissatisfied
51920,Male,25,Returning,Business,Economy Plus,601,0,0.0,4,1,5,4,4,5,5,5,4,4,2,4,4,3,Satisfied
68351,Female,60,Returning,Business,Business,1598,0,0.0,3,5,5,5,3,4,4,4,5,4,4,3,4,4,Satisfied
41107,Female,37,Returning,Business,Business,224,22,27.0,3,3,3,4,3,4,4,4,3,2,4,1,4,1,Neutral or Dissatisfied
94946,Male,35,First-time,Business,Economy,187,1,0.0,4,3,2,3,4,3,1,4,1,1,3,3,1,3,Neutral or Dissatisfied
86414,Male,24,First-time,Business,Business,762,0,5.0,5,0,3,0,5,3,2,4,2,2,5,0,2,5,Satisfied
52263,Male,33,Returning,Business,Business,493,0,5.0,1,1,4,2,1,5,2,5,2,2,2,1,2,4,Satisfied
87826,Male,67,Returning,Business,Business,1558,12,4.0,2,2,3,1,2,2,2,3,4,4,2,1,2,1,Neutral or Dissatisfied
52218,Female,37,Returning,Business,Economy,493,0,0.0,3,2,2,5,2,3,5,5,5,5,4,5,5,1,Satisfied
34670,Male,59,Returning,Personal,Business,264,0,0.0,5,3,1,5,4,1,1,3,2,5,1,3,1,1,Neutral or Dissatisfied
76673,Female,60,Returning,Personal,Economy,481,0,2.0,2,1,4,3,3,3,3,1,3,4,3,1,3,3,Neutral or Dissatisfied
91083,Male,32,Returning,Personal,Economy,594,4,5.0,3,4,4,4,4,2,4,2,5,5,3,4,5,3,Neutral or Dissatisfied
46837,Female,58,Returning,Business,Economy,845,9,1.0,3,3,3,1,3,5,1,5,2,3,5,5,5,5,Satisfied
19298,Male,34,Returning,Business,Business,2688,0,11.0,5,5,2,4,5,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied
52333,Female,62,Returning,Business,Business,2356,0,0.0,3,3,2,4,3,4,4,4,2,3,4,3,4,4,Satisfied
24200,Female,23,Returning,Business,Business,3464,0,0.0,1,1,2,3,1,1,4,5,3,3,4,4,3,3,Neutral or Dissatisfied
61457,Male,39,Returning,Business,Business,2419,14,1.0,1,1,5,3,1,5,5,5,5,4,5,1,5,5,Satisfied
46366,Male,48,Returning,Business,Business,3918,0,0.0,4,2,4,3,4,3,2,3,1,1,3,3,3,3,Neutral or Dissatisfied
4730,Male,40,First-time,Business,Business,888,16,4.0,2,2,3,2,1,4,1,5,1,1,4,2,1,4,Neutral or Dissatisfied
88012,Female,39,Returning,Business,Business,3512,9,0.0,2,2,5,4,2,5,4,5,3,4,5,2,5,5,Satisfied
79665,Male,20,Returning,Personal,Economy,712,0,0.0,3,3,4,3,2,5,4,2,5,5,5,3,5,1,Neutral or Dissatisfied
94320,Male,54,Returning,Business,Business,2636,57,52.0,0,0,4,5,3,4,5,4,5,4,4,0,4,4,Satisfied
23288,Male,24,Returning,Business,Economy,641,0,0.0,4,5,5,5,4,2,5,2,5,5,5,5,5,1,Satisfied
41211,Female,69,Returning,Business,Business,1556,6,0.0,5,1,1,2,5,3,3,3,3,5,3,3,3,3,Neutral or Dissatisfied
27975,Female,30,Returning,Business,Business,2378,0,0.0,3,2,5,5,3,2,5,4,5,5,2,3,3,1,Satisfied
108008,Female,63,Returning,Personal,Economy,271,6,3.0,0,2,3,5,1,1,4,2,3,5,1,2,1,1,Neutral or Dissatisfied
34219,Male,57,Returning,Personal,Economy,1189,0,12.0,1,3,2,3,3,2,2,5,2,2,4,3,2,3,Neutral or Dissatisfied
49757,Female,21,First-time,Business,Business,373,10,13.0,0,4,2,4,1,5,2,5,2,2,1,4,2,4,Satisfied
72737,Female,27,Returning,Personal,Economy Plus,985,8,9.0,5,4,5,4,2,4,2,3,2,2,5,4,2,4,Neutral or Dissatisfied
35411,Female,53,Returning,Business,Business,544,31,18.0,4,2,4,5,4,2,5,2,5,4,2,4,2,2,Satisfied
105475,Female,42,Returning,Business,Business,3336,0,0.0,2,3,5,4,3,4,5,4,4,5,4,3,4,4,Satisfied
8465,Female,34,Returning,Personal,Economy,1379,17,1.0,4,0,4,0,3,5,4,5,4,4,5,0,4,3,Satisfied
104902,Female,52,Returning,Business,Business,1565,0,1.0,5,5,4,5,5,4,4,4,5,3,4,5,4,4,Satisfied
20917,Female,25,Returning,Business,Economy,689,0,0.0,1,1,2,4,1,5,5,1,4,4,1,4,4,2,Satisfied
29307,Female,37,Returning,Personal,Economy,933,0,0.0,4,4,3,4,5,5,5,3,5,5,5,3,5,4,Neutral or Dissatisfied
9433,Male,44,Returning,Business,Economy,299,0,0.0,4,4,3,2,4,3,2,1,2,2,3,2,2,4,Neutral or Dissatisfied
45896,Male,40,First-time,Business,Economy,563,55,69.0,5,5,3,5,4,1,1,3,1,1,3,4,1,3,Satisfied
88965,Male,31,Returning,Business,Business,3204,0,11.0,3,3,2,3,3,3,3,2,3,3,3,3,3,2,Neutral or Dissatisfied
11749,Female,21,First-time,Business,Economy,429,92,96.0,2,1,2,1,3,2,5,4,1,1,4,1,1,3,Neutral or Dissatisfied
26136,Male,22,Returning,Business,Economy,515,5,6.0,5,0,5,0,3,2,1,3,3,3,2,0,3,5,Satisfied
91831,Male,39,Returning,Business,Business,2735,0,0.0,5,5,4,5,5,4,5,4,4,4,4,5,4,4,Satisfied
110489,Male,33,Returning,Personal,Economy,925,0,16.0,5,3,4,3,2,3,3,4,3,3,5,3,3,5,Neutral or Dissatisfied
69198,Male,60,Returning,Business,Business,2569,0,0.0,3,3,3,5,3,4,5,4,3,2,4,3,4,4,Satisfied
39660,Male,23,First-time,Business,Business,224,10,13.0,0,0,3,0,3,2,1,5,1,1,4,0,1,2,Satisfied
48106,Male,66,Returning,Business,Business,259,0,0.0,5,4,4,2,5,4,2,4,2,3,4,5,4,4,Satisfied
100325,Male,29,Returning,Business,Economy,1034,10,20.0,3,3,3,2,3,4,2,4,2,2,3,2,2,2,Neutral or Dissatisfied
17876,Female,14,Returning,Personal,Economy,425,11,0.0,3,1,2,1,3,2,4,1,2,2,4,1,2,3,Neutral or Dissatisfied
129275,Male,18,Returning,Personal,Economy,2521,0,0.0,4,1,5,1,4,5,2,2,2,2,5,1,2,5,Neutral or Dissatisfied
13691,Male,23,Returning,Business,Business,1759,0,0.0,3,3,3,4,3,2,4,3,4,4,3,3,4,5,Satisfied
88964,Male,25,First-time,Business,Economy,1199,6,0.0,2,2,3,2,5,4,5,4,5,5,5,3,5,4,Satisfied
119206,Female,42,Returning,Business,Business,257,0,15.0,5,5,1,3,5,4,3,4,4,5,4,4,4,4,Neutral or Dissatisfied
65792,Male,57,Returning,Business,Business,1389,0,0.0,4,4,3,5,4,3,5,4,5,2,3,4,3,3,Satisfied
36890,Male,28,Returning,Business,Economy Plus,1182,31,20.0,0,0,5,0,2,3,3,5,3,3,4,0,3,2,Satisfied
38367,Male,17,Returning,Personal,Economy,1173,0,0.0,4,3,4,3,3,4,4,3,4,4,5,3,4,5,Neutral or Dissatisfied
67741,Male,27,First-time,Business,Business,1464,0,0.0,2,2,4,2,4,3,2,5,2,2,5,2,2,4,Neutral or Dissatisfied
42911,Male,55,Returning,Personal,Economy,422,0,9.0,0,3,4,3,1,4,2,5,2,2,5,3,2,5,Neutral or Dissatisfied
112172,Male,45,Returning,Personal,Economy,895,0,2.0,4,2,4,2,2,3,1,3,1,1,4,2,1,5,Neutral or Dissatisfied
113850,Male,32,Returning,Business,Business,1363,58,48.0,1,2,3,4,1,3,4,2,4,4,5,1,4,4,Satisfied
20023,Male,7,Returning,Personal,Business,473,87,78.0,2,3,3,3,4,2,1,1,1,1,4,1,1,4,Neutral or Dissatisfied
118668,Male,69,Returning,Business,Business,221,4,0.0,4,4,5,5,4,5,1,5,5,2,5,4,5,3,Satisfied
93230,Female,46,Returning,Personal,Economy,1460,21,19.0,5,3,3,4,5,4,4,3,5,2,4,3,4,4,Neutral or Dissatisfied
13820,Male,23,First-time,Business,Economy,628,0,0.0,4,4,1,4,3,2,2,1,2,2,2,4,2,3,Satisfied
120373,Male,46,Returning,Business,Business,3824,0,0.0,1,1,4,5,1,5,5,4,3,4,5,1,5,5,Satisfied
85728,Male,37,First-time,Business,Business,666,0,0.0,3,3,5,3,4,4,4,4,3,3,5,3,3,4,Neutral or Dissatisfied
35743,Female,21,First-time,Business,Business,653,0,0.0,1,2,1,2,4,1,4,2,4,4,4,2,4,3,Neutral or Dissatisfied
6352,Female,53,Returning,Business,Business,3451,0,0.0,0,0,3,5,3,3,4,3,3,3,3,0,3,5,Satisfied
4143,Male,43,Returning,Business,Business,544,0,0.0,2,2,4,4,2,5,4,5,3,4,5,2,5,5,Satisfied
19638,Female,32,Returning,Personal,Economy,717,119,142.0,5,2,3,4,2,1,3,4,3,2,3,2,2,3,Neutral or Dissatisfied
58910,Female,35,First-time,Business,Economy,888,87,99.0,2,2,1,2,3,1,2,3,2,2,3,2,2,3,Neutral or Dissatisfied
27868,Female,41,Returning,Business,Economy Plus,1448,0,0.0,4,4,1,3,4,5,4,5,2,1,5,5,5,5,Satisfied
109452,Female,58,Returning,Business,Business,2714,1,0.0,1,2,3,5,1,4,4,4,4,2,4,1,4,4,Satisfied
10347,Male,46,Returning,Business,Business,2460,0,0.0,5,5,3,5,5,5,4,5,3,4,5,5,5,5,Satisfied
7978,Female,49,Returning,Business,Business,3616,0,0.0,5,2,4,4,5,4,4,4,4,2,4,5,4,4,Satisfied
31851,Female,25,First-time,Business,Economy,1140,6,13.0,2,2,3,2,3,3,1,1,1,1,4,2,1,3,Neutral or Dissatisfied
18582,Male,50,Returning,Business,Economy,190,0,0.0,5,5,2,4,5,1,4,1,4,4,3,4,4,4,Neutral or Dissatisfied
84460,Male,64,Returning,Personal,Economy,290,0,10.0,5,4,5,4,2,5,3,2,3,3,4,4,3,4,Satisfied
111649,Male,34,Returning,Personal,Economy,1290,22,11.0,2,1,1,1,3,1,2,5,2,2,4,1,2,4,Neutral or Dissatisfied
26440,Male,24,First-time,Business,Economy,925,0,0.0,5,5,2,5,2,1,3,3,3,3,1,5,3,1,Satisfied
31611,Male,32,Returning,Business,Business,3712,0,0.0,2,2,4,5,2,3,5,4,5,5,5,2,5,4,Satisfied
46541,Male,70,Returning,Business,Business,3490,23,25.0,2,2,1,3,2,4,1,4,4,1,4,2,4,4,Satisfied
24174,Male,59,Returning,Business,Economy,302,0,0.0,3,3,1,4,3,5,4,2,4,4,2,4,4,4,Satisfied
60097,Female,27,First-time,Business,Business,1012,0,0.0,3,3,3,3,2,4,3,2,3,3,4,4,3,5,Neutral or Dissatisfied
75838,Female,59,Returning,Business,Business,1440,7,0.0,4,4,5,4,4,4,4,4,3,5,4,4,4,4,Satisfied
32641,Male,18,Returning,Business,Economy,102,0,0.0,1,4,4,5,1,4,5,2,5,5,4,5,5,1,Satisfied
39421,Female,33,Returning,Business,Business,1888,0,7.0,2,2,5,3,2,5,4,5,3,2,5,2,5,4,Satisfied
88411,Male,56,Returning,Business,Business,1929,0,0.0,2,4,3,4,2,4,5,5,4,4,4,2,4,4,Satisfied
11822,Male,46,Returning,Business,Business,986,3,34.0,1,1,4,4,1,4,5,4,4,2,4,1,4,4,Satisfied
77376,Male,37,First-time,Business,Economy,590,0,0.0,2,4,4,4,2,3,4,4,4,4,2,4,4,3,Neutral or Dissatisfied
26452,Female,57,Returning,Business,Economy,787,0,0.0,3,2,2,2,2,5,5,5,1,5,5,5,5,5,Satisfied
6711,Male,50,Returning,Personal,Economy,403,30,26.0,2,3,2,3,4,2,2,3,2,2,3,3,2,4,Neutral or Dissatisfied
